timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260830_114259,baseline,nsl-kdd,42,"macOS-26.6.2-arm64-arm-64bit (arm64, 8 cores)",mps,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,3d9223a,10000,5000,122,2,542.13,0.79,540.27,0.7452,0.9158730158730158,0.6082220660576247,0.7309966216216216,0.951503551874595,1995,159,1115,1731,"[[1995, 159], [1115, 1731]]"
