timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,aggregation,chunk_size,n_chunks,context_rows,test_rows,n_features,n_estimators,mean_chunk_confidence,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260922_105308,enhanced,nsl-kdd,42,"Windows-10-10.0.26200-SP0 (AMD64, 16 cores)",cpu,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,d90374c,weighted_vote,2500,3,7413,500,122,2,0.9465723633766174,279.65,0.08,278.63,0.788,0.9837837837837838,0.6385964912280702,0.774468085106383,0.9692860057119543,212,3,103,182,"[[212, 3], [103, 182]]"
