timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260921_135035,baseline,nsl-kdd,42,"Windows-10-10.0.26200-SP0 (AMD64, 16 cores)",cpu,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,d90374c,10000,5000,122,2,1206.33,1.42,1202.54,0.745,0.9158284806776072,0.6078706957132818,0.7307286166842661,0.9513132670525541,1995,159,1116,1730,"[[1995, 159], [1116, 1730]]"
