timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260828_144632,sweep-n1,nsl-kdd,42,"macOS-26.2-arm64-arm-64bit (arm64, 8 cores)",mps,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,3d9223a,10000,500,122,1,115.86,0.55,114.3,0.806,0.9607843137254902,0.6877192982456141,0.8016359918200409,0.9718808649530803,207,8,89,196,"[[207, 8], [89, 196]]"
