timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260922_104810,baseline,nsl-kdd,42,"Windows-10-10.0.26200-SP0 (AMD64, 16 cores)",cpu,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,d90374c,2500,500,122,2,95.67,0.43,94.03,0.742,0.9333333333333333,0.5894736842105263,0.7225806451612903,0.9580252957976336,203,12,117,168,"[[203, 12], [117, 168]]"
