timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260830_114850,baseline,nsl-kdd,2024,"macOS-26.6.2-arm64-arm-64bit (arm64, 8 cores)",mps,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,3d9223a,10000,5000,122,2,172.47,0.57,171.01,0.7874,0.9655352480417755,0.6496837666900913,0.7767275782398656,0.9594955959626015,2088,66,997,1849,"[[2088, 66], [997, 1849]]"
