timestamp,experiment,dataset,seed,hardware,device,tabpfn_version,checkpoint,torch_version,sklearn_version,python_version,git_commit,context_rows,test_rows,n_features,n_estimators,runtime_seconds,fit_seconds,predict_seconds,accuracy,precision,recall,f1_score,roc_auc,true_negatives,false_positives,false_negatives,true_positives,confusion_matrix
20260828_144920,sweep-n2,nsl-kdd,42,"macOS-26.2-arm64-arm-64bit (arm64, 8 cores)",mps,8.5.0,tabpfn-v2-classifier.ckpt,2.13.0,1.9.0,3.11.9,3d9223a,10000,500,122,2,164.12,0.51,162.68,0.764,0.93717277486911,0.6280701754385964,0.7521008403361344,0.9673113015095879,203,12,106,179,"[[203, 12], [106, 179]]"
